year,month,district_Name,mandal_Name,panchayat_Name,gplgdcode,total_No_of_Application_Received,no_of_Application_Under_Process_At_GP,no_of_Application_Under_Process_AT_DTCP,no_of_Application_Approve_with_in_BSLA,no_of_Application_Approve_Beyond_BSLA,no_of_Application_Proceeding_Upload_with_in_SLA,no_of_Application_Proceeding_Upload_Beyond_SLA,no_of_Application_Reject_With_in_BSLA,no_of_Application_Reject_Beyond_BSLA,total_Fee,harithaNidhi,totalFeesWithHarithaNidhi
2024,November,Kamareddy,Jukkal,Hangarga,209455,3,0,0,0,0,0,2,1,0,11590.4,0,0
2024,November,Kamareddy,Jukkal,Longan,278370,2,0,0,1,0,0,1,0,0,1500,0,0
2024,November,Kamareddy,Jukkal,Pedda Edgi,209465,1,0,0,1,0,0,0,0,0,3380.9,0,0
2024,November,Kamareddy,Kamareddy,Chinnamallareddy,209470,2,1,0,0,1,0,0,0,0,2720.9,0,0
2024,November,Kamareddy,Kamareddy,Gargul,209472,1,0,0,1,0,0,0,0,0,3870.2,0,0
2024,November,Kamareddy,Kamareddy,Issrojiwadi,209474,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Kamareddy,Kotalpally,278580,1,0,0,1,0,0,0,0,0,3295.9,0,0
2024,November,Kamareddy,Kamareddy,Narsannapally,209478,1,0,0,1,0,0,0,0,0,11072.9,0,0
2024,November,Kamareddy,Lingampet,Lingampet,209528,3,2,0,0,0,0,0,1,0,0,0,0
2024,November,Kamareddy,Lingampet,Mothe,209530,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Lingampet,Pothaipalli,209535,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Lingampet,Shetpally,209537,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Machareddy,Chukkapur,209544,2,1,0,0,0,0,1,0,0,2990,0,0
2024,November,Kamareddy,Machareddy,Fareedpet,209546,3,0,0,3,0,0,0,0,0,12395.6,0,0
2024,November,Kamareddy,Machareddy,Gajyanayak Thanda,278518,1,0,0,1,0,0,0,0,0,11563,0,0
2024,November,Kamareddy,Machareddy,Issaipet,209548,3,0,0,2,0,0,1,0,0,5000,0,0
2024,November,Kamareddy,Machareddy,Palwancha,209553,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Machareddy,Potharam,209554,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Madnur,Chinna Tadgoor,278510,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Madnur,Handekeroor,209568,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Madnur,Madnur,209574,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Madnur,Shakkarga Kd,209580,2,1,0,1,0,0,0,0,0,3963.4,0,0
2024,November,Kamareddy,Madnur,Sirpoor,278448,1,0,0,0,0,0,1,0,0,2541.6,0,0
2024,November,Kamareddy,Naga Reddipet,Chinnoor,209627,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Naga Reddipet,Gopalpet,278478,2,0,0,2,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Naga Reddipet,Raghavapalli,209637,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Nasrullabad ,Ankole Camp,278309,1,0,0,1,0,0,0,0,0,5897.5,0,0
2024,November,Kamareddy,Nasrullabad ,Ankole Thanda,278316,1,0,0,1,0,0,0,0,0,3977.7,0,0
2024,November,Kamareddy,Nasrullabad ,B Devpalli,209308,4,0,0,4,0,0,0,0,0,10093.5,0,0
2024,November,Kamareddy,Nasrullabad ,Durki,209314,1,0,0,1,0,0,0,0,0,1805.6,0,0
2024,November,Kamareddy,Nasrullabad ,Hajipur,278324,2,0,0,2,0,0,0,0,0,7592.6,0,0
2024,November,Kamareddy,Nasrullabad ,Nemli,209320,2,1,0,0,1,0,0,0,0,10341,0,0
2024,November,Kamareddy,Nizam Sagar,Arepally,209726,1,0,0,1,0,0,0,0,0,1595.9,0,0
2024,November,Kamareddy,Nizam Sagar,Banjapalli,209727,1,0,0,1,0,0,0,0,0,16699.4,0,0
2024,November,Kamareddy,Nizam Sagar,Manglur,278491,1,0,0,1,0,0,0,0,0,2143.1,0,0
2024,November,Kamareddy,Pedda Kodapgal ,Kodapgal Big,209295,2,0,0,0,0,0,2,0,0,18443.2,0,0
2024,November,Kamareddy,Pitlam,Chinna Gouraram,278474,3,0,0,2,0,0,1,0,0,1660.4,0,0
2024,November,Kamareddy,Pitlam,Gouraram Thanda,278475,1,0,0,0,0,0,1,0,0,367.8,0,0
2024,November,Kamareddy,Pitlam,Jagadambathanda,278472,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Pitlam,Kodapgal Kd.,209750,1,0,0,1,0,0,0,0,0,492.9,0,0
2024,November,Kamareddy,Pitlam,Kurthi,209751,1,0,0,0,0,0,1,0,0,392.9,0,0
2024,November,Kamareddy,Pitlam,Pitlam,209753,4,1,0,3,0,0,0,0,0,1621.3,0,0
2024,November,Kamareddy,Rajampet ,Argonda,209813,1,0,0,1,0,0,0,0,0,2533,0,0
2024,November,Kamareddy,Rajampet ,Baswanpally,209814,1,0,0,0,0,0,1,0,0,3662.3,0,0
2024,November,Kamareddy,Rajampet ,Rajampet,209274,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Ramareddy ,Moshampur,209781,3,1,0,2,0,0,0,0,0,9684.4,0,0
2024,November,Kamareddy,Ramareddy ,Posanipet,209783,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Ramareddy ,Ramareddy,209784,2,0,0,1,0,0,1,0,0,8089.6,0,0
2024,November,Kamareddy,Ramareddy ,Rangampet,209785,3,0,0,2,0,0,0,1,0,6986.9,0,0
2024,November,Kamareddy,Ramareddy ,Reddypet,209556,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Ramareddy ,Singaraipally,209557,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Sadasivanagar,Adloor-Yellareddy,209767,4,1,0,0,0,0,3,0,0,8725.1,0,0
2024,November,Kamareddy,Sadasivanagar,Kalwaral,209774,1,0,0,0,0,0,1,0,0,4200.6,0,0
2024,November,Kamareddy,Sadasivanagar,Kupriyal,209776,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Sadasivanagar,Modegaon,209780,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Sadasivanagar,Purya Nayak Thanda,278558,1,0,0,0,0,0,1,0,0,3247.5,0,0
2024,November,Kamareddy,Sadasivanagar,Sadashivangar,209786,3,0,0,0,2,0,0,1,0,5140.3,0,0
2024,November,Kamareddy,Sadasivanagar,Thirmanpally,209788,2,0,0,1,0,0,1,0,0,3523.5,0,0
2024,November,Kamareddy,Sadasivanagar,Uthnoor,209428,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Sadasivanagar,Yacharam,209431,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Kamareddy,Tadwai,Tadwai,209831,2,1,0,0,1,0,0,0,0,4184.4,0,0
2024,November,Kamareddy,Tadwai,Yendriyal,209833,1,0,0,0,0,0,0,0,1,0,0,0
2024,November,Kamareddy,Yellareddy,Jangamaipalli,209890,1,0,0,0,0,0,1,0,0,2522.7,0,0
2024,November,Kamareddy,Yellareddy,Vellutlapet,278614,1,0,0,0,0,0,1,0,0,2595.9,0,0
2024,November,Karimnagar, Ellandhakunta ,Ellanthakunta,201322,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar, Ellandhakunta ,Mallial,201331,2,1,0,0,0,0,0,1,0,0,0,0
2024,November,Karimnagar, Ellandhakunta ,Seethampeta,201339,1,0,0,1,0,0,0,0,0,6400.3,0,0
2024,November,Karimnagar, Ellandhakunta ,Sirsaid,201341,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar, Ellandhakunta ,Tekurthy,201343,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Chigurumamidi,Bommanapalli,201022,2,0,0,1,0,0,0,1,0,15793.2,0,0
2024,November,Karimnagar,Chigurumamidi,Gagireddypally,201024,3,2,0,1,0,0,0,0,0,5167.1,0,0
2024,November,Karimnagar,Chigurumamidi,Indurthy,201025,1,0,0,0,0,0,0,1,0,0,0,0
2024,November,Karimnagar,Chigurumamidi,Mulkanoor,201029,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Chigurumamidi,Nawabpet,201030,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Chigurumamidi,Rekonda,201034,3,0,0,1,0,0,2,0,0,74023,0,0
2024,November,Karimnagar,Chigurumamidi,Sundaragiri,201036,11,0,0,0,0,0,5,6,0,87410.1,0,0
2024,November,Karimnagar,Choppadandi,Arnakonda,201038,2,1,0,1,0,0,0,0,0,15813.5,0,0
2024,November,Karimnagar,Choppadandi,Desaipet,201043,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Choppadandi,Ragampeta,201049,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Choppadandi,Vedurugatta,201052,3,2,0,1,0,0,0,0,0,27796.3,0,0
2024,November,Karimnagar,Gangadhara,Burugupally,201170,2,0,0,2,0,0,0,0,0,20977.5,0,0
2024,November,Karimnagar,Gangadhara,Garshakurthy,201172,3,2,0,1,0,0,0,0,0,12071.7,0,0
2024,November,Karimnagar,Gangadhara,Gattubuthukur,201173,2,0,0,1,0,0,1,0,0,26343,0,0
2024,November,Karimnagar,Gangadhara,Himmathnagar,201175,2,0,0,2,0,0,0,0,0,26003.5,0,0
2024,November,Karimnagar,Gangadhara,Kurikyala,201180,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Gangadhara,Madhuranagar,277999,4,2,0,1,1,0,0,0,0,71287.6,0,0
2024,November,Karimnagar,Gangadhara,Muppidi Narsaiahpally,278106,1,0,0,1,0,0,0,0,0,7289.6,0,0
2024,November,Karimnagar,Gangadhara,Nagireddypoor,201183,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Gangadhara,Rangaraopalli,201186,1,0,0,0,1,0,0,0,0,14449.4,0,0
2024,November,Karimnagar,Gangadhara,Ryalapally,201187,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Gangadhara,Tadijerry,201189,2,1,0,1,0,0,0,0,0,6831.2,0,0
2024,November,Karimnagar,Gangadhara,Uppermallial,201190,2,1,0,1,0,0,0,0,0,12226.9,0,0
2024,November,Karimnagar,Gangadhara,Venkampally,289456,2,1,0,0,1,0,0,0,0,8853.6,0,0
2024,November,Karimnagar,Huzurabad,Chelpur,201249,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Huzurabad,Kandugula,201255,1,0,0,1,0,0,0,0,0,11205.6,0,0
2024,November,Karimnagar,Huzurabad,Kankulagidda,201256,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Huzurabad,Peddapapaiahpalli,201259,6,1,0,0,0,0,5,0,0,59510.6,0,0
2024,November,Karimnagar,Huzurabad,Rajapalli,278147,1,0,0,1,0,0,0,0,0,14601.8,0,0
2024,November,Karimnagar,Huzurabad,Singapur,201263,2,1,0,1,0,0,0,0,0,13618.7,0,0
2024,November,Karimnagar,Huzurabad,Thummanapalli,201265,1,0,0,1,0,0,0,0,0,13029.7,0,0
2024,November,Karimnagar,Jammikunta,Korapally,201326,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Jammikunta,Madipally,201330,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Jammikunta,Nagampet,278342,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Manakondur,Devampally,201603,1,0,0,0,1,0,0,0,0,0,0,0
2024,November,Karimnagar,Manakondur,Gangipally,201605,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Manakondur,Gattududdenapally,201606,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Manakondur,Kondapalkala,201610,3,0,0,1,2,0,0,0,0,35996.2,0,0
2024,November,Karimnagar,Manakondur,Pachunoor,201617,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Manakondur,Pochampally,201618,1,0,0,1,0,0,0,0,0,1979.9,0,0
2024,November,Karimnagar,Manakondur,Rangapet,201619,1,0,0,0,0,0,1,0,0,20327.4,0,0
2024,November,Karimnagar,Manakondur,Utoor,201622,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Manakondur,Vannaram,201623,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Manakondur,Veldhi,201625,1,0,0,0,0,0,1,0,0,4606.2,0,0
2024,November,Karimnagar,Ramadugu,Dottojipet,201831,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Ramadugu,Gopalraopeta,201833,3,2,0,1,0,0,0,0,0,19370.1,0,0
2024,November,Karimnagar,Ramadugu,Gundi,201834,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Ramadugu,Mothe,201839,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Ramadugu,Shanagar,201844,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Shankarapatnam,Amudalapally,201912,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Shankarapatnam,Gaddapaka,201917,1,0,0,1,0,0,0,0,0,3922.7,0,0
2024,November,Karimnagar,Shankarapatnam,Gollapally,278161,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Shankarapatnam,Ippalapally,201918,1,0,0,1,0,0,0,0,0,13975.3,0,0
2024,November,Karimnagar,Shankarapatnam,Keshavapatnam,201922,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Shankarapatnam,Molangur,201926,2,0,0,2,0,0,0,0,0,30954.5,0,0
2024,November,Karimnagar,Shankarapatnam,Mutharam,201927,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Shankarapatnam,Thadikal,201929,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Shankarapatnam,Vankayagudem,201930,4,4,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Thimmapur,Maktapalli,278146,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Thimmapur,Nallagonda,202012,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Thimmapur,Parlapally,202015,2,0,0,1,0,0,1,0,0,67465.4,0,0
2024,November,Karimnagar,V Saidapur,Eklaspur,201874,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Karimnagar,V Saidapur,Godishala,201876,2,0,0,2,0,0,0,0,0,5968.2,0,0
2024,November,Karimnagar,V Saidapur,Saidapur,201883,2,1,0,1,0,0,0,0,0,4371.5,0,0
2024,November,Karimnagar,Veenavanka,Challur,202025,1,0,0,1,0,0,0,0,0,56782.8,0,0
2024,November,Karimnagar,Veenavanka,Mallannapally,278153,2,0,0,2,0,0,0,0,0,18585.7,0,0
2024,November,Karimnagar,Veenavanka,Mamidalapalli,202036,2,1,0,1,0,0,0,0,0,0,0,0
2024,November,Karimnagar,Veenavanka,Narsingapur,202037,1,0,0,1,0,0,0,0,0,3920.4,0,0
2024,November,Karimnagar,Veenavanka,Veenavanka,202042,1,0,0,1,0,0,0,0,0,5220,0,0
2024,November,Khammam,Bonakal,Bonakal,202182,1,0,0,1,0,0,0,0,0,3058,0,0
2024,November,Khammam,Bonakal,Mustikuntla,202193,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Chinthakani,Chinamandava,202248,1,0,0,0,0,0,1,0,0,2585.2,0,0
2024,November,Khammam,Chinthakani,Nagili Gonda,202255,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Chinthakani,Proddutur,202260,2,0,0,1,0,0,1,0,0,5026.9,0,0
2024,November,Khammam,Kalluru,China Korukondi,202364,2,0,0,1,0,0,1,0,0,2560,0,0
2024,November,Khammam,Kalluru,Gokavaram,202365,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Kalluru,Hanumathanda,279057,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Kalluru,Kalluru,202366,16,6,0,9,1,0,0,0,0,48127,0,0
2024,November,Khammam,Kalluru,V.N.Thanda,202380,1,0,0,0,1,0,0,0,0,0,0,0
2024,November,Khammam,Khammam Rural,Kachirajugudem,202409,2,1,0,0,1,0,0,0,0,4281.5,0,0
2024,November,Khammam,Kusumanchi,Gattu Singaram,202528,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Kusumanchi,Mallepalli,202540,2,1,0,1,0,0,0,0,0,2759.9,0,0
2024,November,Khammam,Kusumanchi,Munigepalli,202541,1,0,0,0,0,0,1,0,0,3200.9,0,0
2024,November,Khammam,Kusumanchi,Palair,202546,1,0,0,1,0,0,0,0,0,4291,0,0
2024,November,Khammam,Kusumanchi,Rajupeta,202549,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Madhira,Atukuru,202553,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Madhira,Dendukuru,202555,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Mudigonda,Banapuram,202582,5,0,0,4,0,0,0,1,0,12745.1,0,0
2024,November,Khammam,Mudigonda,Chirumarri,202583,3,0,0,3,0,0,0,0,0,8514.8,0,0
2024,November,Khammam,Mudigonda,Gandhasiri,202584,1,0,0,1,0,0,0,0,0,3578.3,0,0
2024,November,Khammam,Mudigonda,Gokinepalli,202585,2,1,0,1,0,0,0,0,0,3502.9,0,0
2024,November,Khammam,Mudigonda,Kamalapuram,202586,5,0,0,5,0,0,0,0,0,23445.8,0,0
2024,November,Khammam,Mudigonda,Madhapuram,202589,3,0,0,3,0,0,0,0,0,5120.7,0,0
2024,November,Khammam,Mudigonda,Medepalli,202592,1,0,0,0,1,0,0,0,0,3043.9,0,0
2024,November,Khammam,Mudigonda,Pammi,202595,6,0,0,2,4,0,0,0,0,3170.4,0,0
2024,November,Khammam,Mudigonda,Pandregupalli,202596,1,0,0,1,0,0,0,0,0,719.7,0,0
2024,November,Khammam,Mudigonda,Pedamandava,202597,2,1,0,0,1,0,0,0,0,830.9,0,0
2024,November,Khammam,Mudigonda,Vallapuram,202600,1,0,0,1,0,0,0,0,0,313.6,0,0
2024,November,Khammam,Mudigonda,Yadavalli,202602,1,0,0,0,1,0,0,0,0,3967.4,0,0
2024,November,Khammam,Nelakondapalle,Ammugudem,202609,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Nelakondapalle,Bairavunipalli,202613,2,0,0,1,0,0,1,0,0,1278,0,0
2024,November,Khammam,Nelakondapalle,Kothakothuru,202622,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Khammam,Nelakondapalle,Nelakondapally,202628,6,3,0,3,0,0,0,0,0,9106.5,0,0
2024,November,Khammam,Nelakondapalle,Painampalli,202629,3,2,0,1,0,0,0,0,0,2007.7,0,0
2024,November,Khammam,Nelakondapalle,Rajeswarapuram,202630,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Raghunadhapalem,Haryathanda,279645,1,0,0,0,0,0,1,0,0,1803,0,0
2024,November,Khammam,Raghunadhapalem,Papatapalle,202444,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Raghunadhapalem,V.R.Banjara,279629,1,0,0,0,0,0,1,0,0,5164.8,0,0
2024,November,Khammam,Sathupalle,Buggapadu,202686,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Sathupalle,Gangaram,202688,6,3,0,3,0,0,0,0,0,18958.3,0,0
2024,November,Khammam,Singareni,Singareni,202715,8,0,0,1,0,0,6,1,0,19712.2,0,0
2024,November,Khammam,Singareni,Viswanadhapalli,202719,1,0,0,0,0,0,0,1,0,0,0,0
2024,November,Khammam,Thirumalayapalem,Gol Thanda,202761,2,0,0,2,0,0,0,0,0,4400,0,0
2024,November,Khammam,Thirumalayapalem,Kokkireni,202768,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Thirumalayapalem,Patharlapadu,202772,1,0,0,1,0,0,0,0,0,2270.3,0,0
2024,November,Khammam,Thirumalayapalem,Thirumalayapalem,202780,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Vemsoor,Duddipudi,202807,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Khammam,Vemsoor,Kandukuru,202809,3,0,0,3,0,0,0,0,0,15230,0,0
2024,November,Khammam,Vemsoor,Kondragatlamallela,202810,1,0,0,1,0,0,0,0,0,2146.2,0,0
2024,November,Khammam,Vemsoor,Vemsoor,202819,5,0,0,5,0,0,0,0,0,8629.7,0,0
2024,November,Khammam,Yerrupalem,Banigandlapadu,202868,1,0,0,1,0,0,0,0,0,1375.6,0,0
2024,November,Khammam,Yerrupalem,Bheemavaram Harijanawada,280151,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Khammam,Yerrupalem,Gosaveedu,202874,1,0,0,1,0,0,0,0,0,1002,0,0
2024,November,Khammam,Yerrupalem,Yerrupalem,202889,3,0,0,3,0,0,0,0,0,3920,0,0
2024,November,Komarambheem Asifabad,Bejjur,Bejjur,194959,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Komarambheem Asifabad,Bejjur,Marthadi,194969,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Komarambheem Asifabad,Kagaz Nagar,NGOs Colony,289447,4,0,0,4,0,0,0,0,0,41904.9,0,0
2024,November,Komarambheem Asifabad,Kouthala,Kanki,195374,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Komarambheem Asifabad,Penchikalpet ,Yelkapalle,194980,1,0,0,0,0,0,1,0,0,9219,0,0
2024,November,Komarambheem Asifabad,Rebbana,Narayanpur,195611,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Komarambheem Asifabad,Rebbana,Rajaram,288923,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Komarambheem Asifabad,Rebbana,Rebbana,195613,4,1,0,1,0,0,2,0,0,26536,0,0
2024,November,Komarambheem Asifabad,Sirpur (T),Chintakunta,195637,1,0,0,1,0,0,0,0,0,3768.7,0,0
2024,November,Komarambheem Asifabad,Tiryani,Goyagoan,281926,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Komarambheem Asifabad,Wankdi,Khamana,195769,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Komarambheem Asifabad,Wankdi,Wankidi Kalan,195774,3,2,0,0,1,0,0,0,0,8311.4,0,0
2024,November,Mahabubabad,Danthalapally ,Danthalapalle,213951,7,0,1,2,0,0,3,1,0,44058.9,0,0
2024,November,Mahabubabad,Danthalapally ,Gunnepally,213954,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Dornakal,Fakeera Thanda,278030,3,0,0,2,0,0,1,0,0,1514.3,0,0
2024,November,Mahabubabad,Dornakal,Vennaram,213451,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Kesamudram,Ameenapur,213650,1,0,0,1,0,0,0,0,0,17565.4,0,0
2024,November,Mahabubabad,Kesamudram,Arpanapale,213652,2,0,0,1,1,0,0,0,0,6555.7,0,0
2024,November,Mahabubabad,Kesamudram,Bhukya Ram Thanda,279614,1,0,0,0,0,0,0,1,0,0,0,0
2024,November,Mahabubabad,Kesamudram,Dhanasari,213654,1,0,0,1,0,0,0,0,0,5146.1,0,0
2024,November,Mahabubabad,Kesamudram,Kesamudram,213659,6,3,0,3,0,0,0,0,0,31712.2,0,0
2024,November,Mahabubabad,Kesamudram,Kesamudram (Stn),213660,3,2,0,1,0,0,0,0,0,16333.4,0,0
2024,November,Mahabubabad,Kesamudram,"ST Colony
(Sub-Station Thanda)",279534,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Kuravi,Kothur (C),213718,2,0,0,0,0,0,1,1,0,2435,0,0
2024,November,Mahabubabad,Kuravi,Kuravi,213720,4,4,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Kuravi,Lingya Thanda (B),278122,1,0,0,1,0,0,0,0,0,2065.1,0,0
2024,November,Mahabubabad,Kuravi,Lingya Thanda(K),278215,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Kuravi,Seerole,213727,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Kuravi,Thatya Thanda,278144,1,0,0,1,0,0,0,0,0,2338.1,0,0
2024,November,Mahabubabad,Mahabubabad,Madhavapuram,213780,1,0,0,0,0,0,0,0,1,0,0,0
2024,November,Mahabubabad,Maripeda,Abbaipalem,213809,2,0,0,0,0,0,2,0,0,26821.7,0,0
2024,November,Mahabubabad,Maripeda,Beechrajpalle,213812,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Maripeda,Mulamarri Thanda,279043,1,0,0,0,0,0,0,1,0,0,0,0
2024,November,Mahabubabad,Maripeda,Purushottamaigudem,213825,1,0,0,0,0,0,1,0,0,6614.9,0,0
2024,November,Mahabubabad,Narsimhulapet,Narsimhulapet,213960,5,0,0,0,0,0,5,0,0,55980.1,0,0
2024,November,Mahabubabad,Narsimhulapet,Pedda Nagaram Stage,279259,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Narsimhulapet,Vanthadupula,213967,4,0,0,1,0,0,1,2,0,2180,0,0
2024,November,Mahabubabad,Nellikudur,Chinnanagaram,213899,2,0,0,2,0,0,0,0,0,9068.5,0,0
2024,November,Mahabubabad,Nellikudur,Laxmi Puram,279920,2,0,0,0,0,0,2,0,0,1905.3,0,0
2024,November,Mahabubabad,Nellikudur,Nellikudur,213908,2,0,0,2,0,0,0,0,0,11704.4,0,0
2024,November,Mahabubabad,Nellikudur,Ramannagudem,213910,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Peddavangara ,Authapuram,213678,2,1,0,1,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Peddavangara ,Bommakal,214186,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Peddavangara ,Chinnavangara,214189,1,0,0,1,0,0,0,0,0,1911,0,0
2024,November,Mahabubabad,Peddavangara ,Kanvaigudem,279339,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Peddavangara ,Peddavangara,213687,3,2,0,1,0,0,0,0,0,2194.1,0,0
2024,November,Mahabubabad,Thorrur,Chikataipalem,214188,6,6,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Thorrur,Madipalle,214198,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubabad,Thorrur,Velikatte,214204,6,2,0,0,1,0,3,0,0,20188.1,0,0
2024,November,Mahabubnagar,Addakal,Addakal,204767,3,2,1,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Addakal,Gudibanda,204770,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Addakal,Kandur,204772,2,0,0,1,0,0,0,1,0,4345,0,0
2024,November,Mahabubnagar,Addakal,Peddamungalched,205867,3,2,0,0,0,0,1,0,0,2560,0,0
2024,November,Mahabubnagar,Addakal,Ponnakal,204778,1,0,0,0,0,0,1,0,0,1647.3,0,0
2024,November,Mahabubnagar,Addakal,Thimmaipally,204783,1,0,0,1,0,0,0,0,0,1738.5,0,0
2024,November,Mahabubnagar,Balanagar,Bodagutta Tanda,280135,2,1,1,0,0,0,0,0,0,0,0,0
