year,month,district_Name,mandal_Name,panchayat_Name,gplgdcode,total_No_of_Application_Received,no_of_Application_Under_Process_At_GP,no_of_Application_Under_Process_AT_DTCP,no_of_Application_Approve_with_in_BSLA,no_of_Application_Approve_Beyond_BSLA,no_of_Application_Proceeding_Upload_with_in_SLA,no_of_Application_Proceeding_Upload_Beyond_SLA,no_of_Application_Reject_With_in_BSLA,no_of_Application_Reject_Beyond_BSLA,total_Fee,harithaNidhi,totalFeesWithHarithaNidhi
2024,November,Mahabubnagar,Balanagar,Chinnarevally,204886,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Balanagar,Hemajipoor,204892,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Balanagar,Peddarevally,204904,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Balanagar,Thirumalagiri,204909,1,0,0,0,0,0,1,0,0,1545.6,0,0
2024,November,Mahabubnagar,Chinna Chinta Kunta,Chinnachintakunta,204992,4,0,0,0,0,0,4,0,0,3195.5,0,0
2024,November,Mahabubnagar,Chinna Chinta Kunta,Undiyala,205005,5,0,0,0,0,0,5,0,0,4259.8,0,0
2024,November,Mahabubnagar,Chinna Chinta Kunta,Waddemanu,205006,3,0,0,0,0,0,3,0,0,2708.6,0,0
2024,November,Mahabubnagar,Devarkadara,Ajilapur,205030,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Devarkadara,Gaddegudem,205037,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Devarkadara,Koukuntla,205044,1,0,0,1,0,0,0,0,0,3310,0,0
2024,November,Mahabubnagar,Gandeed,Gandeed,210017,2,0,0,0,0,0,2,0,0,2000,0,0
2024,November,Mahabubnagar,Gandeed,Julapally,210021,1,0,0,1,0,0,0,0,0,3484.4,0,0
2024,November,Mahabubnagar,Gandeed,Kondapur,210023,1,0,0,0,0,0,0,1,0,0,0,0
2024,November,Mahabubnagar,Hanwada,Yerragattu Tanda,280528,1,0,0,1,0,0,0,0,0,5535.2,0,0
2024,November,Mahabubnagar,Jadcherla,Chinna Adirala,205275,1,0,0,1,0,0,0,0,0,420,0,0
2024,November,Mahabubnagar,Jadcherla,Kodgal,205282,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Jadcherla,Lingampet,205284,3,0,0,0,3,0,0,0,0,6326.4,0,0
2024,November,Mahabubnagar,Koilkonda,Koilkonda,205382,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mahabubnagar,Koilkonda,Sanginonipalle,258032,2,0,0,2,0,0,0,0,0,4507,0,0
2024,November,Mahabubnagar,Midjil,Midjil,205692,1,0,0,0,0,0,1,0,0,6015.4,0,0
2024,November,Mahabubnagar,Midjil,Valabaraopalle,205700,1,0,0,1,0,0,0,0,0,2030,0,0
2024,November,Mahabubnagar,Midjil,Velgomula,205702,3,1,0,2,0,0,0,0,0,4514.3,0,0
2024,November,Mahabubnagar,Nawabpet,Ammapur,205767,5,0,0,5,0,0,0,0,0,5933.3,0,0
2024,November,Mahabubnagar,Nawabpet,Chowdoor,205768,2,1,0,1,0,0,0,0,0,2375,0,0
2024,November,Mahabubnagar,Nawabpet,Darpalli,279198,1,0,0,1,0,0,0,0,0,6523,0,0
2024,November,Mancherial,Bellampalle,Kannal,195010,4,1,0,3,0,0,0,0,0,21734.4,0,0
2024,November,Mancherial,Bellampalle,Lambadithanda,280000,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Bellampalle,Malagurijala,280001,1,0,0,0,1,0,0,0,0,0,0,0
2024,November,Mancherial,Chennur,Kistampet,195073,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Chennur,Lambadipally,280010,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Chennur,Mutharaopally,280016,4,2,0,2,0,0,0,0,0,27327,0,0
2024,November,Mancherial,Dandepalle,Kasipet,195105,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Dandepalle,Laxmikantapur,195107,2,1,0,1,0,0,0,0,0,15490,0,0
2024,November,Mancherial,Dandepalle,Velganoor,195118,1,0,0,1,0,0,0,0,0,18268.2,0,0
2024,November,Mancherial,Hajipur ,Gudipet,195486,1,0,0,1,0,0,0,0,0,8268,0,0
2024,November,Mancherial,Hajipur ,Vempalli,195499,4,4,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Jaipur,Indaram,195227,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Jaipur,Pegadapalle,195236,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Jaipur,Shetpalle,195240,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Jannaram,Jannaram,195250,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Mancherial,Jannaram,Lingaiahpelli,280043,1,0,0,1,0,0,0,0,0,8336,0,0
2024,November,Mancherial,Jannaram,Ponkal,195258,4,0,0,4,0,0,0,0,0,59277,0,0
2024,November,Mancherial,Kannepally ,Kannepalle,195035,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Luxettipet,Balraopet,195454,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Luxettipet,Gullakota,195458,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Luxettipet,Kotha Kommugudem,280072,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Luxettipet,Suraram,280070,2,0,0,1,0,0,0,1,0,1018.9,0,0
2024,November,Mancherial,Luxettipet,Venkataraopet,195470,1,0,0,1,0,0,0,0,0,5123.9,0,0
2024,November,Mancherial,Mandamarri,Bokkalagutta,280078,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Mandamarri,Pulimadugu,280077,2,0,0,0,0,0,1,1,0,4449.8,0,0
2024,November,Mancherial,Nennal,Avadam,195553,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Tandur,Achalapur,195697,2,0,0,1,1,0,0,0,0,21158,0,0
2024,November,Mancherial,Tandur,Boyapalli,280086,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Tandur,Tandur,195703,3,1,0,2,0,0,0,0,0,88273,0,0
2024,November,Mancherial,Vemanpalle,Buyyaram,280093,1,0,0,1,0,0,0,0,0,674.5,0,0
2024,November,Mancherial,Vemanpalle,Sumputum,195761,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mancherial,Vemanpalle,Vemanpalle,195763,3,2,0,0,0,0,0,1,0,0,0,0
2024,November,Medak,Alladurg,Alladurg,206079,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Chegunta,Ananthasagar,206122,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Chegunta,Chandaipet,206124,4,2,0,2,0,0,0,0,0,9474.8,0,0
2024,November,Medak,Chegunta,Chegunta,206125,10,6,0,3,1,0,0,0,0,31859.9,0,0
2024,November,Medak,Chegunta,Pulimamidi,206141,1,0,0,0,1,0,0,0,0,4950,0,0
2024,November,Medak,Chegunta,Reddipalle,206143,4,1,0,2,0,0,0,1,0,9332.3,0,0
2024,November,Medak,Chegunta,Rukmapur,206144,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Chegunta,Wadiaram,206148,6,3,0,0,2,0,0,1,0,0,0,0
2024,November,Medak,Chilpiched ,Banda Pothugal,243918,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Chilpiched ,Chandur,206446,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Medak,Chilpiched ,Jaggampet,206451,4,3,0,1,0,0,0,0,0,1595.7,0,0
2024,November,Medak,Chilpiched ,Raheem Guda Thanda (Ashamkunta Thanda),281078,1,0,0,1,0,0,0,0,0,1732.6,0,0
2024,November,Medak,Chilpiched ,Ramdas Guda,243408,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Chilpiched ,Somakkapet,206459,2,0,0,1,1,0,0,0,0,3055.5,0,0
2024,November,Medak,Havelighanpur ,Burugupalle,206509,3,0,0,2,0,0,1,0,0,9403.9,0,0
2024,November,Medak,Havelighanpur ,Haveli Ghanpur,206514,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Havelighanpur ,Madulwai,206522,1,0,0,0,0,0,0,1,0,0,0,0
2024,November,Medak,Havelighanpur ,Nagapur,206526,1,0,0,1,0,0,0,0,0,3596,0,0
2024,November,Medak,Kowdipalle,Harichand Thanda,281182,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Kowdipalle,Rajipet,243407,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Medak,Kowdipalle,Thimmapur,206460,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Kowdipalle,Thunki,206461,1,0,0,1,0,0,0,0,0,14195,0,0
2024,November,Medak,Kulcharam,Appajipally,257918,2,0,0,2,0,0,0,0,0,2931.1,0,0
2024,November,Medak,Kulcharam,Chinna Ghanpur,206464,4,2,0,2,0,0,0,0,0,0,0,0
2024,November,Medak,Kulcharam,Kistapur,206466,2,1,0,1,0,0,0,0,0,4533.9,0,0
2024,November,Medak,Kulcharam,Kulcharam,206469,2,0,0,2,0,0,0,0,0,4079.2,0,0
2024,November,Medak,Kulcharam,Paithara,206470,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Kulcharam,Pothireddipalle,206472,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Kulcharam,Rangampet,206474,3,1,0,2,0,0,0,0,0,6420,0,0
2024,November,Medak,Kulcharam,Seetharam Thanda,281272,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Kulcharam,Yenigandla,206477,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Manoharabad ,Chetlagowraram,281325,3,0,0,3,0,0,0,0,0,0,0,0
2024,November,Medak,Manoharabad ,Dandupally,281323,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Manoharabad ,Gouthojigudem,281578,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Manoharabad ,Jeedipalle,207005,1,0,0,0,1,0,0,0,0,49800,0,0
2024,November,Medak,Manoharabad ,Kallakal,207006,7,1,0,3,0,0,0,1,2,45372,0,0
2024,November,Medak,Manoharabad ,Konaipally,207008,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Manoharabad ,Kucharam,207009,3,1,0,2,0,0,0,0,0,34408.6,0,0
2024,November,Medak,Manoharabad ,Manoharabad,207012,3,2,0,1,0,0,0,0,0,16791.8,0,0
2024,November,Medak,Manoharabad ,Parkibanda,206934,4,4,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Manoharabad ,Rangaipalle,207016,2,0,0,1,0,0,0,1,0,3910,0,0
2024,November,Medak,Medak,Khazipalle,206516,2,1,0,1,0,0,0,0,0,1635.9,0,0
2024,November,Medak,Medak,M.Bhoopathipur,206520,1,0,0,1,0,0,0,0,0,1597,0,0
2024,November,Medak,Medak,Rajpalle,206529,8,2,0,0,1,0,0,4,1,0,0,0
2024,November,Medak,Medak,Rayalamadugu,206531,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Medak,Narsapur,Avancha,206646,2,0,0,2,0,0,0,0,0,0,0,0
2024,November,Medak,Narsapur,Brahmanpalle,206647,1,0,0,1,0,0,0,0,0,7529.2,0,0
2024,November,Medak,Narsapur,Chinna Chintakunta,206648,1,0,0,1,0,0,0,0,0,1854.5,0,0
2024,November,Medak,Narsapur,Chippalthurthy,206649,1,0,0,1,0,0,0,0,0,792.7,0,0
2024,November,Medak,Narsapur,Kagazmaddur,206651,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Narsapur,Mohammdabad,281223,1,0,0,0,0,0,1,0,0,1443,0,0
2024,November,Medak,Narsapur,Moosapet,206654,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Narsapur,Narayanpur,206656,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Narsapur,Pedda Chintakunta,206658,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Narsapur,Rustumpet,206661,4,0,0,3,0,0,0,1,0,14373.7,0,0
2024,November,Medak,Narsingi ,Narsingi,206137,4,0,0,2,0,0,1,1,0,40135.9,0,0
2024,November,Medak,Narsingi ,Seripalle,206915,1,0,0,0,0,0,1,0,0,5101.3,0,0
2024,November,Medak,Nizampet ,Jadcheru Thanda,281140,1,0,0,0,0,0,0,1,0,0,0,0
2024,November,Medak,Nizampet ,Kalwakunta,206791,1,0,0,1,0,0,0,0,0,5729.8,0,0
2024,November,Medak,Nizampet ,Nandigaon,206795,4,2,0,1,0,0,0,0,1,3999.2,0,0
2024,November,Medak,Nizampet ,Naskal,206797,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Nizampet ,Nizampet,206798,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Nizampet ,Venkatapur,206805,1,0,0,1,0,0,0,0,0,5652.9,0,0
2024,November,Medak,Papannapet,Amriya Thanda,280485,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Papannapet,Chitriyal,206698,2,1,0,1,0,0,0,0,0,13153,0,0
2024,November,Medak,Papannapet,Kothapalle,206702,2,0,0,0,0,0,1,1,0,4391.3,0,0
2024,November,Medak,Papannapet,Laxminagar,206704,1,0,0,1,0,0,0,0,0,4030,0,0
2024,November,Medak,Papannapet,Minpur,206707,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Papannapet,Papannapet,206710,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Papannapet,Rajya Thanda,280369,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Papannapet,Yellapoor,206713,1,0,0,1,0,0,0,0,0,7714,0,0
2024,November,Medak,Ramayampet,Akkannapet,206784,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Ramayampet,Damaracheruvu,206787,2,1,0,1,0,0,0,0,0,4387.6,0,0
2024,November,Medak,Ramayampet,Thonigandla,206803,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Medak,Ramayampet,Venkatapur-R,281103,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Regode,Gajwada,206816,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shankarampet (A),Madshetpalli,206893,1,0,0,1,0,0,0,0,0,5957.4,0,0
2024,November,Medak,Shankarampet (A),Malkapur,206894,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shankarampet (A),Shankarampet - A,206897,3,0,0,3,0,0,0,0,0,13041.3,0,0
2024,November,Medak,Shankarampet (A),Uthloor,206899,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shankarampet (R),Dharpalle,206904,2,0,0,2,0,0,0,0,0,4493.4,0,0
2024,November,Medak,Shankarampet (R),Gavalapalle,206906,2,0,1,1,0,0,0,0,0,1809,0,0
2024,November,Medak,Shankarampet (R),Khajapur,206909,2,1,0,1,0,0,0,0,0,0,0,0
2024,November,Medak,Shankarampet (R),Mirzapalli,206912,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shankarampet (R),Rudraram,281108,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shankarampet (R),Shalipet,206913,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shankarampet (R),Shankarampet(R),206917,6,6,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shankarampet (R),Suraram,206918,1,0,0,1,0,0,0,0,0,4479.5,0,0
2024,November,Medak,Shankarampet (R),T.Mandapur,206919,1,0,0,0,0,0,0,1,0,0,0,0
2024,November,Medak,Shivampet,Allipur,206921,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shivampet,Chandi,206923,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shivampet,Chennapur,281207,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shivampet,Chinna Gottimukkula,206924,5,1,0,4,0,0,0,0,0,30666.2,0,0
2024,November,Medak,Shivampet,Donthi,206925,2,1,0,0,1,0,0,0,0,4426,0,0
2024,November,Medak,Shivampet,Edulapur,206926,1,0,0,0,0,0,1,0,0,2552.6,0,0
2024,November,Medak,Shivampet,Gomaram,206928,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shivampet,Gudur,281203,5,0,0,0,4,0,0,0,1,13170.4,0,0
2024,November,Medak,Shivampet,Lachireddy Gudem,281241,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shivampet,Mallupalli Thanda,281195,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shivampet,Pambanda,206933,8,0,0,0,0,0,7,1,0,25966.3,0,0
2024,November,Medak,Shivampet,Redya Thanda,281256,2,1,0,0,0,0,0,1,0,0,0,0
2024,November,Medak,Shivampet,Shabashpalle,206939,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shivampet,Shivampet,206940,9,7,0,0,0,0,0,1,1,0,0,0
2024,November,Medak,Shivampet,Sikindlapur,206941,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Shivampet,Thimmapur,206942,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Tekmal,Achannapalle,206965,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Tekmal,Bodmatpalle,206968,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Tekmal,Dhanoora,206969,1,0,0,0,1,0,0,0,0,3010.7,0,0
2024,November,Medak,Tekmal,Hasanmahamadpally,281045,1,0,0,1,0,0,0,0,0,3684.9,0,0
2024,November,Medak,Tekmal,Kadloor,206971,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Tekmal,Palvancha,206974,2,2,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Tupran,Immampur,207003,3,1,0,2,0,0,0,0,0,4228.1,0,0
2024,November,Medak,Tupran,Islampur,207004,2,0,0,2,0,0,0,0,0,3240.2,0,0
2024,November,Medak,Tupran,Konaipally(PB),281311,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Tupran,Malkapur,207011,1,0,0,1,0,0,0,0,0,5003.3,0,0
2024,November,Medak,Tupran,Venkataipalle,207019,3,0,0,3,0,0,0,0,0,0,0,0
2024,November,Medak,Tupran,Yavapur,207020,2,1,0,0,1,0,0,0,0,756.7,0,0
2024,November,Medak,Yeldurthy,Achampet,281206,5,2,0,2,0,0,1,0,0,4020,0,0
2024,November,Medak,Yeldurthy,Damarancha,207040,4,4,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Yeldurthy,Edulapalle,207042,1,0,0,1,0,0,0,0,0,2763.6,0,0
2024,November,Medak,Yeldurthy,Hakimpet,207044,4,2,0,2,0,0,0,0,0,4767.2,0,0
2024,November,Medak,Yeldurthy,Koppulapalle,207046,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Medak,Yeldurthy,Mannevar Jalalpur,207050,1,0,0,0,1,0,0,0,0,2529,0,0
2024,November,Medak,Yeldurthy,Masaipet,207051,6,2,0,3,1,0,0,0,0,10815.3,0,0
2024,November,Medak,Yeldurthy,Ramanthapur,207054,3,1,0,0,0,0,1,1,0,3450,0,0
2024,November,Medak,Yeldurthy,Settipalle Kalan,207055,1,0,0,1,0,0,0,0,0,3954.8,0,0
2024,November,Medak,Yeldurthy,Yeldurthy,207057,15,14,0,0,0,0,1,0,0,2569.9,0,0
2024,November,Medchal Malkajigiri,Medchal,Dabilpur,210233,2,1,0,0,0,0,1,0,0,42034.1,0,0
2024,November,Medchal Malkajigiri,Medchal,Nuthankal,210240,1,0,0,1,0,0,0,0,0,23162.2,0,0
2024,November,Medchal Malkajigiri,Medchal,Rajabollaram,210242,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Medchal Malkajigiri,Medchal,Ravalkole,210243,6,5,0,1,0,0,0,0,0,0,0,0
2024,November,Medchal Malkajigiri,Medchal,Yellampet,210248,7,7,0,0,0,0,0,0,0,0,0,0
2024,November,Medchal Malkajigiri,Muduchinthalapally,Lakshamapur,210457,1,0,0,0,0,0,1,0,0,9330.4,0,0
2024,November,Medchal Malkajigiri,Muduchinthalapally,Mudichintalapalle,210460,2,0,0,0,0,0,0,2,0,0,0,0
2024,November,Medchal Malkajigiri,Shamirpet,Aliyabad,210448,7,6,0,1,0,0,0,0,0,55302.1,0,0
2024,November,Medchal Malkajigiri,Shamirpet,Lalgadimalakpet,210458,2,1,0,0,0,0,1,0,0,48875.1,0,0
2024,November,Medchal Malkajigiri,Shamirpet,Mazidpur,210459,5,5,0,0,0,0,0,0,0,0,0,0
2024,November,Medchal Malkajigiri,Shamirpet,Turakapally,210466,10,6,0,4,0,0,0,0,0,20064.4,0,0
2024,November,Medchal Malkajigiri,Shamirpet,Yadaram,210247,3,0,0,3,0,0,0,0,0,13093.5,0,0
2024,November,Mulugu,Eturnagaram,Eturnagaram,213480,1,0,0,1,0,0,0,0,0,14460.8,0,0
2024,November,Mulugu,Govindaraopet,Pasra(Nagaram),213564,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mulugu,Mulug,Incherla,213860,1,0,1,0,0,0,0,0,0,0,0,0
2024,November,Mulugu,Mulug,Jaggannapet,213861,3,1,0,1,0,0,1,0,0,4625.4,0,0
2024,November,Mulugu,Mulug,Jakaram,213862,2,1,0,0,0,0,1,0,0,17930,0,0
2024,November,Mulugu,Mulug,Jangalapalle,213863,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Mulugu,Mulug,Mallampalle,213869,3,3,0,0,0,0,0,0,0,0,0,0
2024,November,Mulugu,Mulug,Mulug,213871,10,9,0,0,0,0,0,1,0,0,0,0
2024,November,Mulugu,Mulug,Pathipalle,213872,2,0,0,0,0,1,1,0,0,2920.5,0,0
2024,November,Mulugu,Venkatapur,Jawaharnagar,214209,1,0,0,1,0,0,0,0,0,5676.4,0,0
2024,November,Mulugu,Venkatapur,Keshavapur,214210,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mulugu,Venkatapur,Laxmidevipet,214211,2,0,0,0,0,0,2,0,0,19331.1,0,0
2024,November,Mulugu,Venkatapur,Venkatapur,214217,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Mulugu,Venkatapur,Yellareddypally,279015,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Nagarkurnool,Achampeta,Hazipur,204756,1,0,0,0,0,0,1,0,0,1975.6,0,0
2024,November,Nagarkurnool,Achampeta,Lingotam,204759,2,0,0,2,0,0,0,0,0,2062.6,0,0
2024,November,Nagarkurnool,Balmoor,Kothapally (Ganeshpur),288839,1,0,0,1,0,0,0,0,0,309.6,0,0
2024,November,Nagarkurnool,Balmoor,Polisettypally,204923,2,0,0,2,0,0,0,0,0,2245.6,0,0
2024,November,Nagarkurnool,Bijinapalle,Bijinepally,204943,8,0,0,8,0,0,0,0,0,13500.7,0,0
2024,November,Nagarkurnool,Bijinapalle,Borusugadda Thanda,279640,1,0,0,1,0,0,0,0,0,3631.3,0,0
2024,November,Nagarkurnool,Bijinapalle,Karukonda Thanda,279596,2,0,1,1,0,0,0,0,0,2146.2,0,0
2024,November,Nagarkurnool,Bijinapalle,Mahadevpet,204951,1,0,0,1,0,0,0,0,0,3084.5,0,0
2024,November,Nagarkurnool,Bijinapalle,Manganoor,204952,2,0,0,2,0,0,0,0,0,7976.1,0,0
2024,November,Nagarkurnool,Bijinapalle,Palem,204954,3,0,0,3,0,0,0,0,0,7742.4,0,0
2024,November,Nagarkurnool,Bijinapalle,Shainpally,204957,2,0,0,1,1,0,0,0,0,2539.3,0,0
2024,November,Nagarkurnool,Bijinapalle,Vasanthapur,204958,1,0,0,1,0,0,0,0,0,4317.5,0,0
2024,November,Nagarkurnool,Bijinapalle,Waddeman,204961,3,0,0,2,1,0,0,0,0,6073.9,0,0
2024,November,Nagarkurnool,Charakonda     ,Charakonda,205983,3,1,0,2,0,0,0,0,0,8383,0,0
2024,November,Nagarkurnool,Kalwakurthy,Gundur,205295,1,0,0,1,0,0,0,0,0,2824.8,0,0
2024,November,Nagarkurnool,Kalwakurthy,Jillella,205298,1,0,0,1,0,0,0,0,0,3965.9,0,0
2024,November,Nagarkurnool,Kalwakurthy,Lingasanipalle,205301,1,0,0,1,0,0,0,0,0,2030,0,0
2024,November,Nagarkurnool,Kalwakurthy,Mukurala,205303,1,0,0,1,0,0,0,0,0,3672.2,0,0
2024,November,Nagarkurnool,Kalwakurthy,Tharnikal,205307,1,0,0,0,1,0,0,0,0,2770,0,0
2024,November,Nagarkurnool,Kalwakurthy,Yelikatta,205314,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Nagarkurnool,Kodair,Errannabai Thanda,280210,1,0,0,1,0,0,0,0,0,1379.7,0,0
2024,November,Nagarkurnool,Kodair,Rekulapally (Tanda),280202,1,0,0,1,0,0,0,0,0,1772.7,0,0
2024,November,Nagarkurnool,Kollapur,Kudikilla,205399,3,0,0,2,0,0,0,1,0,1095,0,0
2024,November,Nagarkurnool,Kollapur,Mukkidigudem,205404,2,1,0,1,0,0,0,0,0,2714.3,0,0
2024,November,Nagarkurnool,Kollapur,Singotam,205408,1,0,0,1,0,0,0,0,0,1335.1,0,0
2024,November,Nagarkurnool,Lingal,Lingal,205515,7,0,1,4,0,0,2,0,0,5743.9,0,0
2024,November,Nagarkurnool,Nagar Kurnool,Chandubatla,205707,1,0,0,1,0,0,0,0,0,680,0,0
2024,November,Nagarkurnool,Nagar Kurnool,Ganyagula,205710,2,1,0,1,0,0,0,0,0,1000,0,0
2024,November,Nagarkurnool,Nagar Kurnool,Manthati,205713,1,0,0,1,0,0,0,0,0,3734.9,0,0
2024,November,Nagarkurnool,Nagar Kurnool,Thoodkurthy,205720,4,3,0,1,0,0,0,0,0,1030,0,0
2024,November,Nagarkurnool,Peddakothapalle,Kalwakole,205844,1,0,0,1,0,0,0,0,0,1676.3,0,0
2024,November,Nagarkurnool,Peddakothapalle,Peddakothapally,205850,1,0,0,1,0,0,0,0,0,0,0,0
2024,November,Nagarkurnool,Peddakothapalle,Sathapur,205851,1,0,0,1,0,0,0,0,0,3532.9,0,0
2024,November,Nagarkurnool,Peddakothapalle,Yapatla,205853,1,0,0,1,0,0,0,0,0,2045,0,0
2024,November,Nagarkurnool,Pentlavelli      ,Pentlavelly,205406,2,1,0,1,0,0,0,0,0,4034.4,0,0
2024,November,Nagarkurnool,Pentlavelli      ,Singavaram,288840,2,0,0,2,0,0,0,0,0,3339.3,0,0
2024,November,Nagarkurnool,Tadoor,Akunelli Kuduru,205870,1,0,0,0,0,0,1,0,0,1219.1,0,0
2024,November,Nagarkurnool,Tadoor,Indrakal,205878,1,0,0,0,0,0,1,0,0,1120,0,0
2024,November,Nagarkurnool,Tadoor,Medipoor,205881,1,0,0,0,0,0,1,0,0,1452.8,0,0
2024,November,Nagarkurnool,Telkapalle,Alair,205908,1,0,0,0,0,0,1,0,0,715.3,0,0
2024,November,Nagarkurnool,Telkapalle,Ananthasagar,205909,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Nagarkurnool,Telkapalle,Peddur,205924,4,0,0,0,0,0,4,0,0,3615.4,0,0
2024,November,Nagarkurnool,Telkapalle,Telkapally,205927,1,1,0,0,0,0,0,0,0,0,0,0
2024,November,Nagarkurnool,Thimmajipeta,Chegunta,205936,5,1,0,4,0,0,0,0,0,1450,0,0
2024,November,Nagarkurnool,Thimmajipeta,Gummakonda,205938,3,0,0,0,0,0,2,1,0,3520,0,0
